drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Atarax Cap 50mg,P, 0000.2233,009484,200,"Glycogen Storage Disease, Type IXD"
Lithane Tabs 300 Mg,P, 0000.0000,004908,200,"Mental Retardation, X-Linked 84"
Tetracyn Cap 250mg,P, 0000.0724,004908,200,Acanthamoeba Keratitis
Navane Cap 2mg,P, 0000.0000,009484,200,"Mental Retardation, X-Linked 84"
Navane Cap 5mg,P, 0000.0000,009484,200,Nocardia Infections
Navane Capsules 10mg,P, 0000.0000,009484,200,Chromosome 8 ring
Atarax Syrup 2mg/Ml,P, 0000.0514,009484,200,PREIMPLANTATION EMBRYONIC LETHALITY 1
Diabinese Tab 100mg,P, 0000.0867,004908,200,Acheiropodia
Neuleptil 5mg,P, 0000.0000,000000,200,"Diaphragm, Complete Agenesis Of"
Nozinan 28mg/Ml,P, 0000.0000,000000,200,"Hypogonadotropic hypogonadism and anosmia, autosomal dominant"
Myochrysine 50mg/Ml,P, 0000.0000,000000,200,Orofaciodigital syndrome type1
Largactil 27.9mg/5ml,P, 0000.0000,000000,200,"Chromosome 1, monosomy 1q4"
Largactil 111.6mg/5ml,P, 0000.0000,000000,200,"FEBRILE SEIZURES, FAMILIAL, 11"
Largactil 44.5mg/Ml,P, 0000.0000,000000,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
Nozinan 44.44mg/Ml,P, 0000.0000,000000,200,Discrete Subaortic Stenosis
Stemetil 7.57mg/5ml,P, 0000.0000,000000,200,"Epilepsy, Generalized"
Largactil Sup 100mg,P, 0000.0000,000000,200,Oculoauriculofrontonasal syndrome
Phenergan Syrup 10mg/5ml,O, 0000.0000,000000,200,"Hypoglycemia, Neonatal, Simulating Foetopathia Diabetica"
Largactil 11.16mg,P, 0000.0000,000000,200,Colitis
Largactil 27.9mg,P, 0000.2571,000000,200,"Hemophagocytic lymphohistiocytosis, familial, 2"
Largactil 55.8mg,P, 0000.2943,000000,200,"Neutropenia, severe chronic"
Largactil 111.6mg,P, 0000.7469,000000,200,Ependymoma
Largactil 223.2mg,P, 0000.0000,000000,200,Oslam syndrome
Flagyl 250mg,P, 0000.0000,000000,200,Lymphangiosarcoma
Stemetil 16.2mg,P, 0000.2231,000000,200,Corneal Endothelial Cell Loss
Majeptil 14.30mg,P, 0000.0000,000000,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
Panectyl 3.13mg,P, 0000.0000,000000,200,Bluetongue
Surmontil 17.43mg,P, 0000.2375,000000,200,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME"
Surmontil 34.86mg,P, 0000.3059,000000,200,Ataxia-Microcephaly-Cataract Syndrome
Surmontil Tab 69.72mg,P, 0000.5986,000000,200,Glut1 Deficiency Syndrome
Surmontil 139.44mg,P, 0001.0215,000000,200,Pelvic Organ Prolapse
Betadine Vaginal Gel 10%,O, 0000.0000,007054,200,Fused Kidney
Senokot Granules,O, 0000.0000,007054,200,"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY"
Betadine Vaginal Suppositories 200mg,O, 0000.0000,007054,200,Bronchomalacia
Betadine Vaginal Douche 10%,O, 0000.0000,007054,200,Airway Remodeling
Senokot Supp,O, 0000.0000,007054,200,Pacman dysplasia
Senokot S,O, 0000.1129,007054,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Senokot Tablets,O, 0000.0501,007054,200,Airway Remodeling
Kwellada Cream 1%,O, 0000.0000,000000,200,"Nephroma, Mesoblastic"
Kwellada Lotion 1%,O, 0000.0000,000000,200,Connective Tissue Nevus
Calcium Disodium Versenate,O, 0000.0000,000000,200,Inflammatory Bowel Disease 22
Medihaler Epi,O, 0000.0000,000000,200,Myoclonic Cerebellar Dyssynergia
Duo Medihaler,P, 0000.0000,000000,200,Chromosome 18 Pericentric Inversion
Medihaler Iso,P, 0000.0000,000000,200,Griscelli syndrome type 3
Disipal,O, 0000.0000,000000,200,Gonorrhea
Robinul Inj 0.2mg/Ml,O, 0000.0000,000000,200,Beta-Ureidopropionase Deficiency
Dimetane Tab 4mg,O, 0000.0000,000000,200,"Chromosome 2, monosomy 2pter p24"
Robinul Tab 1mg,O, 0000.0000,000000,200,Out-of-Hospital Cardiac Arrest
Maalox Tablets,O, 0000.0000,000000,200,Moyamoya disease 3
Proviodine Gel,O, 0000.0000,005003,200,"Mental Retardation, X-Linked 59"
Rougier Magnesium,O, 0000.0000,005003,200,"Chromosome 5, monosomy 5q35"
Soframycin Ointment,P, 0000.0000,000000,200,Duodenal Diseases
Stelazine Inj 1mg/Ml,P, 0000.0000,000000,200,Anophthalmia plus syndrome
Stelazine Oral Concentrate 10mg/Ml,P, 0000.0000,000000,200,Bronchial Diseases
Darbid Tab 5mg,P, 0000.0000,000000,200,Deafness conductive ptosis skeletal anomalies
Parnate Tab 10mg,P, 0000.0000,000000,200,Acanthamoeba Keratitis
Dyrenium 100tab,P, 0000.0000,000000,200,Chromosome 15q26-Qter Deletion Syndrome
Stelazine Tab 1mg,P, 0000.1476,000000,200,Chronic recurrent multifocal osteomyelitis
Stelazine Tab 2mg,P, 0000.1936,000000,200,Metabolic Syndrome
Stelazine Tab 5mg,P, 0000.2565,000000,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
Stelazine Tab 10mg,P, 0000.3074,000000,200,"Chromosome 1, monosomy 1q4"
Stoxil Oph Ont 0.5%,P, 0000.0000,000000,200,Colitis
Cedilanid 0.2mg/Ml,O, 0000.0000,000000,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Dihydroergotamine (Dhe), 1mg/Ml,P, 0000.0000,008892,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Torecan Inj 0.01gm/Ml,P, 0000.0000,000000,200,Colitis
Syntocinon Spray 40unit/Ml,O, 0000.0000,000000,200,Distal Osteosclerosis
Gynergen Tab 1mg,P, 0000.0000,000000,200,"Chromosome 5, monosomy 5q35"
Mesantoin 0.1gm,P, 0000.0000,000000,200,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10"
Serentil Tab 10mg,P, 0000.0000,007277,200,"CARDIOMYOPATHY, DILATED, 1KK"
Serentil Tab 25mg,P, 0000.0000,007277,200,Mesonephroma
Serentil Tab 50mg,P, 0000.0000,007277,200,"Nephroma, Mesoblastic"
Sansert,P, 0000.0000,007277,200,"Hearing Loss, Unilateral"
Torecan Tab 10mg,P, 0000.0000,000000,200,Brain Diseases
Mellaril Tab 50mg,P, 0000.0000,000000,200,McKusick Kaufman syndrome
Mellaril Tab 100mg,P, 0000.0000,000000,200,Familial antiphospholipid syndrome
Potassium-Novartis,O, 0000.0000,000000,200,"Esophageal Spasm, Diffuse"
Celestoderm V/2 Cream .05%,P, 0000.0644,007016,200,Hashimoto-Pritzker syndrome
Celestoderm V Crm 0.1%,P, 0000.1070,007016,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2
Garamycin Cream 0.1%,P, 0000.4615,007016,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52"
Valisone Scalp Lotion,P, 0000.0000,011902,200,Capgras Syndrome
Nafrine Ped Nasal Spray/Drops 0.025%,O, 0000.0000,007016,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT
Trilafon Inj 5mg/Ml,P, 0000.0000,007016,200,Cataract congenital Volkmann type
Celestone Soluspan,P, 0011.3216,012250,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Trilafon Syr 2mg/5ml,P, 0000.0000,007016,200,Hypobetalipoproteinemias
Trilafon Conc 16mg/5ml,P, 0000.0000,007016,200,"PROTHROMBIN DEFICIENCY, CONGENITAL"
Chlortripolon Tab 4mg,O, 0000.0000,007016,200,Gastric Dilatation
Estinyl Tablets 0.02 Mg.,P, 0000.0000,007016,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Estinyl Tab 0.05mg,P, 0000.0000,007016,200,Foreign Bodies
Estinyl Tab 0.5mg,P, 0000.0000,007016,200,Oculoauriculofrontonasal syndrome
Fulvicin U/F Tab 125mg,P, 0000.0000,007016,200,Bronchomalacia
Fulvicin U/F Tab 250mg,P, 0000.0000,007016,200,Cerebral Small Vessel Diseases
Fulvicin Uf Tab 500mg,P, 0000.0000,007016,200,Nocardia Infections
Trilafon Tab 2mg,P, 0000.0690,007016,200,Pemphigoid Gestationis
Trilafon Tab 4mg,P, 0000.0835,007016,200,"Adenocarcinoma, Clear Cell"
Trilafon Tab 8mg,P, 0000.0917,007016,200,Glycogen Storage Disease IXC
Trilafon Tab 16mg,P, 0000.1404,007016,200,"Muscular Dystrophy, Duchenne"
Garamycin Ophthalmic Ointment 0.3%,P, 0000.0000,012250,200,Ephemeral Fever
Sodium Sulamyd Oph Ont 10%,P, 0000.0000,007016,200,"Nephroma, Mesoblastic"
Celestoderm V/2 Ointment 0.05%,P, 0000.0644,007016,200,Diabetic Cardiomyopathies
Celestoderm V Ont 0.1%,P, 0000.0960,007016,200,"Neoplasms, Fibrous Tissue"
Garamycin Ont 0.1%,P, 0000.4615,007016,200,Carotid Artery Injuries
Probanthine Tab 7.5mg,O, 0000.0000,000000,200,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
Aldactone 25 Mg,P, 0000.1362,004908,200,"Hemophagocytic lymphohistiocytosis, familial, 2"
Dartal Tab 5mg,P, 0000.0000,000000,200,Gonorrhea
Enovid E Tab,P, 0000.0000,000000,200,"Deafness, Autosomal Dominant 47"
Ovulen 0.5mg 21tab,P, 0000.0000,000000,200,Ramon Syndrome
Noctec Cap 500mg,P, 0000.0000,005180,200,Equine Infectious Anemia
Pronestyl Cap 250mg,P, 0000.0000,005180,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells
Kenalog E Crm 0.025%,P, 0000.0000,005180,200,Chills
Kenalog Cream 0.1%,P, 0000.0576,005442,200,"Hypogonadotropic hypogonadism and anosmia, autosomal dominant"
Fungizone Intravenous Injection 50mg,P, 0000.0000,003798,200,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32"
Rubramin 100mcg/Ml,O, 0000.0000,005180,200,Alcohol Withdrawal Seizures
Moditen Enanthate Inj 25mg/Ml,P, 0000.0000,005180,200,Leiomyoma
Pronestyl Inj 100mg/Ml,P, 0000.0000,005180,200,"Cerebral palsy, spastic, diplegic"
Delalutin Inj 125mg/Ml,P, 0000.0000,005180,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
Noctec Syr 500mg/5ml,P, 0000.0468,005180,200,Cerebral Small Vessel Diseases
Moditen Hcl 1mg,P, 0000.1929,005180,200,Hand Injuries
Moditen Hcl Tab 2mg,P, 0000.2481,005180,200,"Mental Retardation, X-Linked 79"
Moditen Hcl Tab 5mg,P, 0000.1858,005180,200,Pointer syndrome
Mycostatin Oral Tab 500000iu,P, 0000.3240,005180,200,Diabetic Cardiomyopathies
Mycostatin Vag Tab 100000unit,P, 0000.0000,005180,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Spectrocin Ointment,P, 0000.0000,005180,200,Beta-Ureidopropionase Deficiency
Magnesium Sulfate Inj 50%,O, 0000.0000,003525,200,"Adrenal Hyperplasia, Congenital"
Norinyl 1/50 21 Tab,P, 0000.0000,000000,200,"Mental Retardation, X-Linked 79"
Norinyl 1/80 21 Tab,P, 0000.0000,000000,200,Encephalocele
Norinyl 2 21tab,P, 0000.0000,000000,200,Lubs X-linked mental retardation syndrome
Synalar Ont Mild 0.01%,P, 0000.0000,000000,200,Frailty
Synalar Crm Mild 0.01%,P, 0000.0000,000000,200,"Dysfibrinogenemia, Congenital"
Synalar Crm 0.025%,P, 0000.0000,000000,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Dalacin C 150 Mg,P, 0000.2394,004908,200,Chromosome 2p16.1-P15 Deletion Syndrome
Lincocin,P, 0000.0000,004908,200,Orofaciodigital syndrome 3
Solu-Cortef 100 Mg Act-O-Vial,P, 0000.0000,004908,200,"BLEEDING DISORDER, PLATELET-TYPE, 9"
Solu-Cortef 250 Mg Act-O-Vial,P, 0000.0000,004908,200,"Deafness, Autosomal Recessive 68"
Solu-Cortef 500 Mg Act-O-Vial,P, 0000.0000,004908,200,Brain Diseases
Solu-Cortef 1 Gm Act-O-Vial,P, 0000.0000,004908,200,Carotid Artery Injuries
Solumedrol Inj 40mg Sterile Mixovial,P, 0000.0000,000000,200,Metabolic Syndrome
Solumedrol Inj 125mg Sterile Mixovial,P, 0000.0000,000000,200,Craniopharyngioma
Solu-Medrol,P, 0026.6717,004908,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Mycifradin Sulfate Sterile Powder 0.5gm,P, 0000.0000,000000,200,Cakut
Depo-Medrol 40 Mg/Ml,P, 0000.0000,004908,200,Foot Deformities
Depo-Medrol 80 Mg/Ml,P, 0000.0000,004908,200,"Leukocyte Nuclear Appendages, Hereditary Prevalence of"
Mycifradin Sulfate Oral Solution,P, 0000.0000,000000,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Depo-Provera Sterile Aqueous Suspension 50 Mg/Ml,P, 0000.0000,004908,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Depoprovera Inj 100mg/Ml,P, 0000.0000,000000,200,"Chylothorax, congenital"
Kaopectate,O, 0000.0000,000000,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Emycin Ect 250mg,P, 0000.2014,000000,200,"Chromosome 5, monosomy 5q35"
Cortef Tablets 10mg,P, 0000.0000,004908,200,"Epilepsy, Generalized"
Cortef Tablets 20 Mg,P, 0000.0000,004908,200,Legg-Calve-Perthes Disease
Provera 5mg Tablets,P, 0000.0889,004908,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism
Provera 100mg Tablets,P, 0001.3022,004908,200,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa"
Medrol 4 Mg,P, 0000.0000,004908,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
Mycifradin Sulfate Tablets 0.5 Gm,P, 0000.0000,000000,200,"Dysfibrinogenemia, Congenital"
Medrol Topical 0.25%,P, 0000.0000,004908,200,"Esophageal Spasm, Diffuse"
Myciguent Ointment,P, 0000.0000,000000,200,Noonan syndrome 3
Ferrous Fumarate Tab 300mg,O, 0000.0000,004415,200,"Reflex, Abnormal"
Ferrous Gluconate Tab 300mg,O, 0000.0000,004415,200,Acute Pain
Ferrous Sulfate Tab 300mg,O, 0000.0000,011498,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Hytakerol 0.125mg,P, 0000.0000,000000,200,"Mental Retardation, X-Linked 79"
Sulfamylon Cream 8.5%,P, 0000.0000,000000,200,Nidovirales Infections
Isuprel Mistometer 125mcg,P, 0000.0000,000000,200,Rozin Hertz Goodman syndrome
Isuprel Hydrochloride Solution 0.5%,P, 0000.0000,000000,200,Holoprosencephaly 6
Isuprel Neo Mistometer,P, 0000.0000,000000,200,"Epilepsy, Generalized"
Carbocaine 20mg,O, 0000.0000,000000,200,IMMUNODEFICIENCY 21
Neosynephrine Hcl Sol .2% Ampuls 2mg,O, 0000.0000,000000,200,Potter Type III Polycystic Kidney Disease
Neosynephrine Hcl 1% Sterile Solution,O, 0000.0000,000000,200,"Mental Retardation, X-Linked 52"
Betaxin 100mg,O, 0001.2830,000000,200,Ectoparasitic Infestations
Pontocaine Hcl Sol Nasopharyngeal 20mg,O, 0000.0000,000000,200,Hashimoto-Pritzker syndrome
Drisdol,O, 0000.0000,000000,200,"Diaphragm, Complete Agenesis Of"
Hytakerol 0.25mg,O, 0000.0000,000000,200,"Basaloid Follicular Hamartoma Syndrome, Generalized, Autosomal Dominant"
Trancopal Tab 200mg,P, 0000.0000,000000,200,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
Fergon Tab 300mg,O, 0000.0436,000000,200,Autolysis
Neggram 500mg,P, 0000.0000,000000,200,Neoplasm Micrometastasis
Atabrine Hcl Tab 100mg,O, 0000.0000,000000,200,Holoprosencephaly 6
Winstrol 2mg,P, 0000.0000,000000,200,"Hematoma, Subdural"
Isuprel Hydrochloride Tablets 10mg,P, 0000.0000,000000,200,Romano-Ward Syndrome
Wyamine Sulfate Inj 30mg/Ml,P, 0000.0000,000000,200,"Coronary Artery Disease, Autosomal Dominant, 1"
Equanil Tab 400mg,P, 0000.0000,000000,200,Anaplasmataceae Infections
Sparine Tab 25mg,P, 0000.0000,000000,200,Balkan Nephropathy
Sparine Tab 50mg,P, 0000.0000,000000,200,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Isopto Atropine,P, 0000.0000,007277,200,Gastric Dilatation
Diastix Test Strip,O, 0000.0000,000000,200,Hypercapnia
Polysporin Cream,O, 0000.0000,000000,200,Carotid Artery Injuries
Persol Acne Cream,P, 0000.0000,000000,200,Ocular Myopathy with Curare Sensitivity
Persol Forte Acne Cream,P, 0000.0000,000000,200,Dystonia 16
Sym-Fer Cap 86mg,O, 0000.0000,000000,200,Oculoauriculofrontonasal syndrome
Mestinon Supraspan 180mg,O, 0000.0000,004328,200,Encephalocele
Syntocinon Inj 50unit/5ml,O, 0000.0000,000000,200,Kallikrein hypertension
Medrol 16 Mg,P, 0000.0000,004908,200,"Hematoma, Subdural"
Vitamin C Tab 100mg,O, 0000.0000,005386,200,"Adrenal Hyperplasia, Congenital"
Vitamin C Tab 500mg,O, 0000.0000,011498,200,Connective Tissue Nevus
Neg Gram Suspension 50mg,P, 0000.0000,000000,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Betnesol Tab 0.5mg,P, 0000.0000,000000,200,Potassium Deficiency
Hms,P, 0000.0000,003574,200,"CARDIOMYOPATHY, DILATED, 1KK"
Dopram Inj 20mg/Ml,P, 0000.0000,000000,200,Hyperhidrosis
Colprone Tab 5mg,P, 0000.0000,003691,200,Branchio-Oto-Renal Syndrome
Novo-Triptyn Tab 10mg,P, 0000.0000,004773,200,"Diaphragm, Complete Agenesis Of"
Novo-Phenytoin Cap 100mg,P, 0000.0000,004773,200,"GLAUCOMA 3, PRIMARY CONGENITAL, C"
Novo-Ridazine 50mg,P, 0000.0000,004773,200,"Acrofacial dysostosis, Nager type"
Micronor Tablets 28-Day,P, 0000.4239,007259,200,"Rhinitis, Atrophic"
Quelicin,P, 0000.0000,004908,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Fero Grad Filmtab,O, 0000.0000,003525,200,Immersion Foot
Dureticyl,P, 0000.0000,003525,200,Amaurosis hypertrichosis
Hetrazan Tab 50mg,P, 0000.0000,000000,200,Corneal Endothelial Cell Loss
Milk Of Magnesia Tabs 300mg,O, 0000.0000,003549,200,Contusions
Vitamin E Cap 100unit Natural,O, 0000.0000,003549,200,Aminoacylase 1 deficiency
Calcium Syr 110mg/5ml,O, 0000.0000,003549,200,Hashimoto-Pritzker syndrome
Maxidex,P, 0000.0000,007277,200,Digestive System Abnormalities
Isopto Cetapred,P, 0000.0000,003594,200,Radius absent anogenital anomalies
Zincfrin A,O, 0000.0000,003594,200,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
Maxitrol,P, 0000.0000,007277,200,Deafness conductive ptosis skeletal anomalies
Liquifilm Tears,O, 0000.0000,003574,200,Pseudoarthrogryposis
Cilobana Cpa Tab,O, 0000.0000,003612,200,"Mental Retardation, X-Linked 52"
Dorcol Dm Children'S Cough Syrup,O, 0000.0000,000000,200,Immersion Foot
Trisulfaminic Suspension,P, 0000.0000,000000,200,"Krabbe Disease, Atypical, due to Saposin A Deficiency"
Trisulfaminic Tab,P, 0000.0000,000000,200,"Dysfibrinogenemia, Congenital"
Soufre Sublime,O, 0000.0000,003659,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Methyle Salicylate De,O, 0000.0000,003659,200,"Hypogonadotropic hypogonadism and anosmia, autosomal dominant"
Onguent De Calamine,O, 0000.0000,003659,200,Retrognathia
Minerale Lourde Huile,O, 0000.0000,003659,200,Ovarian Cysts
Glycerine,O, 0000.0000,003659,200,Nidovirales Infections
Alum (Potassium),O, 0000.0000,003659,200,Otorhinolaryngologic Diseases
Mercurochrome,O, 0000.0000,003659,200,"Coronary Artery Disease, Autosomal Dominant, 1"
Menthe Poivree Huile De,O, 0000.0000,003659,200,Pseudotrisomy 13 syndrome
Iode Teinture 2.5%,O, 0000.0000,003659,200,Inappropriate ADH Syndrome
Lugol Solution,O, 0000.0000,003659,200,Capgras Syndrome
Boeuf Fer Et Vin,O, 0000.0000,003659,200,"Glycogen Storage Disease, Type IXD"
Cascara Aromatique,O, 0000.0000,003659,200,"Digital Arthropathy-Brachydactyly, Familial"
Phospholine Iodide Dps 3mg/5ml,P, 0000.0000,003691,200,Chorea
Fluothane Anesthetic,P, 0000.0000,003691,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA
Pyopen Inj 5gm,P, 0000.0000,003691,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Premarin 0.625mg Methyltestosterone 5mg Tab,P, 0000.0000,003691,200,Ovarian Cysts
Dermoplast Aerosol Spray,O, 0000.0000,003691,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor
Paramettes Tab Chewable,O, 0000.0000,003691,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA
Allergenic Extract -- Fall #103,O, 0000.0000,000000,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Glycine Urologic Ir Sol 1.5%,O, 0000.0000,000000,200,Osteosarcoma
Travert 10% Electrolyte No 3,O, 0000.0000,000000,200,"Epilepsy, Generalized"
Sodium Heparin Dialysis Pack 1000.0 Unit/Ml,O, 0000.0000,000000,200,"MACULAR DEGENERATION, X-LINKED ATROPHIC"
Atropine Sulphate Inj 0.4mg/Ml,P, 0000.0000,004253,200,Frailty
Hc Atropine 1% Ophthalmic Ointment,P, 0000.0000,000000,200,Gastric Dilatation
Hc Atropine 2% Ophthalmic Ointment,P, 0000.0000,000000,200,Neural crest tumor
Komed Hc Acne Lotion,P, 0000.0000,000000,200,"CARDIOMYOPATHY, DILATED, 1KK"
Chlorophyll Natures Deodorant Nu Life,O, 0000.0000,011592,200,"Hearing Loss, Unilateral"
Calcium Magnesium From Dolomite Nu Life,O, 0000.0000,011592,200,Cerebral Small Vessel Diseases
Neo Laryngobis Enf,O, 0000.0000,003752,200,Idiopathic basal ganglia calcification 1
Vitamine B6 25mg Comprime,O, 0000.0000,003753,200,"Acrofacial dysostosis, Nager type"
Tegrin Cream,O, 0000.0000,000000,200,Hyaluronidase Deficiency
Persantine Tab 50mg,P, 0000.3980,003617,200,Amaurosis hypertrichosis
Dulcodos Ect,O, 0000.0000,003617,200,Leukostasis
Anectine Flopack 500mg,P, 0000.0000,000000,200,Brain Diseases
Anectine Flopack 1000mg,P, 0000.0000,000000,200,Out-of-Hospital Cardiac Arrest
Tubarine 3mg/Ml,O, 0000.0000,000000,200,Drachtman Weinblatt Sitarz syndrome
Polysporin Burn Formula Cream,O, 0000.0000,000000,200,"Kidney Diseases, Cystic"
Glutose Liq,O, 0000.0000,000000,200,Brachymesophalangy 2 and 5
Metopirone 250mg,P, 0000.0000,000000,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
Listerine Antiseptic Throat Loz Regular,O, 0000.0000,000000,200,Ephemeral Fever
Ismelin Esidrix,P, 0000.0000,000000,200,Gastric Dilatation
Serpasil Esidrix 25,P, 0000.0000,000000,200,"Mental Retardation, X-Linked 3"
Serpasil Esidrix 50,P, 0000.0000,000000,200,Airway Remodeling
Locacorten Vioform Eardrops,P, 0000.0000,008481,200,Pancreatoblastoma
Locacorten Vioform,P, 0000.0000,008481,200,Lubs X-linked mental retardation syndrome
Vioform Hydrocortisone,O, 0000.0000,008481,200,Alagille Syndrome
Ser-Ap-Es Tab,P, 0000.0000,007277,200,Elejalde Disease
Diluent Buff Saline For Bcg Vacc Freeze-Dried,O, 0000.0000,000000,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1
Herbaleze,O, 0000.0000,000000,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2"
Intestigent Tab,O, 0000.0000,000000,200,Idiopathic basal ganglia calcification 1
Ravocaine Hcl 0.4% Novocain 2% Neocobefrin,O, 0000.0000,000000,200,Distal Osteosclerosis
Aminoderm Poudre,P, 0000.0000,004028,200,"Chylothorax, congenital"
Novahistex Tablets,O, 0000.0000,000000,200,Encephalocele
Rowachol Capsule,O, 0000.0000,000000,200,"Hematoma, Subdural"
Mercurochrome Solution 2%,O, 0000.0000,000000,200,Choroid plexus calcification with mental retardation
Travel Tabs 50mg,O, 0000.0000,004065,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Sodium Chloride Tab 300mg,O, 0000.0000,000000,200,Contusions
Asa Tab 325mg Enteric Coated,O, 0000.0000,009511,200,"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails"
Nitrofurantoin Tab 100mg,P, 0000.0000,000000,200,Metabolic Syndrome
Hydrochloric Acid Bp 10% Dilute,O, 0000.0000,000000,200,Factor VII Deficiency
Aluminum Acetate Sol,O, 0000.0000,000000,200,Potassium Deficiency
Aminophylline Tab 100mg,O, 0000.0000,000000,200,Epidermal Cyst
Sulphur Sublimed,O, 0000.0000,000000,200,"Lymphoid System Deterioration, Progressive"
Spirit Of Camphor,O, 0000.0000,009511,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Reserpine Tab 0.1mg,P, 0000.0000,000000,200,Microcephaly nonsyndromal
Belladonna Tinct,O, 0000.0000,000000,200,"Rhinitis, Allergic, Perennial"
Aromatic Cascara Sagrada Compound,O, 0000.0000,009511,200,Hypobetalipoproteinemias
Promazine Hcl Tab 50mg Red,P, 0000.0000,000000,200,Hereditary vertical nystagmus
Zinc Ointment 15%,O, 0000.0000,000000,200,Lymphangiosarcoma
Zinc Oxide Pwr 99%,O, 0000.0000,000000,200,Neuromyelitis Optica
Milk Of Magnesia Tablets 300mg,O, 0000.0000,009511,200,Foreign Bodies
