drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Dilantin Infatabs,P, 0000.0000,004908,200,Rhinitis  Allergic  Perennial,2000
Norlutate,P, 0000.0000,009484,200,Aminoacylase 1 deficiency,2000
Novoprednisone 5mg,O, 0000.0000,000000,200,OPTIC ATROPHY 2,2000
Thyroid Tab 30mg,P, 0000.0000,009484,200,GNATHODIAPHYSEAL DYSPLASIA,2000
Thyroid Tab 60mg,P, 0000.0000,009484,200,Mandibulofacial dysostosis  Treacher Collins type  autosomal recessive,2000
Thyroid Tab 125mg,P, 0000.0000,009484,200,Anaplasmataceae Infections,2000
Norlestrin 1/50tab,P, 0000.0000,000000,200,Amaurosis hypertrichosis,2000
Norlestrin 2.5/50tab,P, 0000.0000,000000,200,Addison Disease,2000
Chloromycetin Oph Ont 1%,P, 0000.0000,000000,200,Otosclerosis 7,2000
Zinc Ont 15%,O, 0000.0000,000000,200,Kallikrein hypertension,2000
Sinequan,P, 0000.2589,014412,200,Chromosome 1q  duplication 1q12 q21,2000
Vibramycin Cap 100mg,P, 0000.6329,004908,200,Frias syndrome,2000
Atarax Cap 10mg,P, 0000.1205,009484,200,Pathologic Processes,2000
Atarax Cap 25mg,P, 0000.1539,009484,200,Carotid Artery Injuries,2000
Atarax Cap 50mg,P, 0000.2233,009484,200,Glycogen Storage Disease  Type IXD,2000
Lithane Tabs 300 Mg,P, 0000.0000,004908,200,Mental Retardation  X-Linked 84,2000
Tetracyn Cap 250mg,P, 0000.0724,004908,200,Acanthamoeba Keratitis,2000
Navane Cap 2mg,P, 0000.0000,009484,200,Mental Retardation  X-Linked 84,2000
Navane Cap 5mg,P, 0000.0000,009484,200,Nocardia Infections,2000
Navane Capsules 10mg,P, 0000.0000,009484,200,Chromosome 8 ring,2000
Atarax Syrup 2mg/Ml,P, 0000.0514,009484,200,PREIMPLANTATION EMBRYONIC LETHALITY 1,2000
Diabinese Tab 100mg,P, 0000.0867,004908,200,Acheiropodia,2000
Neuleptil 5mg,P, 0000.0000,000000,200,Diaphragm  Complete Agenesis Of,2000
Nozinan 28mg/Ml,P, 0000.0000,000000,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Myochrysine 50mg/Ml,P, 0000.0000,000000,200,Orofaciodigital syndrome type1,2000
Largactil 27.9mg/5ml,P, 0000.0000,000000,200,Chromosome 1  monosomy 1q4,2000
Largactil 111.6mg/5ml,P, 0000.0000,000000,200,FEBRILE SEIZURES  FAMILIAL  11,2000
Largactil 44.5mg/Ml,P, 0000.0000,000000,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  38,2000
Nozinan 44.44mg/Ml,P, 0000.0000,000000,200,Discrete Subaortic Stenosis,2000
Stemetil 7.57mg/5ml,P, 0000.0000,000000,200,Epilepsy  Generalized,2000
Largactil Sup 100mg,P, 0000.0000,000000,200,Oculoauriculofrontonasal syndrome,2000
Phenergan Syrup 10mg/5ml,O, 0000.0000,000000,200,Hypoglycemia  Neonatal  Simulating Foetopathia Diabetica,2000
Largactil 11.16mg,P, 0000.0000,000000,200,Colitis,2000
Largactil 27.9mg,P, 0000.2571,000000,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Largactil 55.8mg,P, 0000.2943,000000,200,Neutropenia  severe chronic,2000
Largactil 111.6mg,P, 0000.7469,000000,200,Ependymoma,2000
Largactil 223.2mg,P, 0000.0000,000000,200,Oslam syndrome,2000
Flagyl 250mg,P, 0000.0000,000000,200,Lymphangiosarcoma,2000
Stemetil 16.2mg,P, 0000.2231,000000,200,Corneal Endothelial Cell Loss,2000
Majeptil 14.30mg,P, 0000.0000,000000,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,2000
Panectyl 3.13mg,P, 0000.0000,000000,200,Bluetongue,2000
Surmontil 17.43mg,P, 0000.2375,000000,200,LUNG DISEASE  IMMUNODEFICIENCY  AND CHROMOSOME BREAKAGE SYNDROME,2000
Surmontil 34.86mg,P, 0000.3059,000000,200,Ataxia-Microcephaly-Cataract Syndrome,2000
Surmontil Tab 69.72mg,P, 0000.5986,000000,200,Glut1 Deficiency Syndrome,2000
Surmontil 139.44mg,P, 0001.0215,000000,200,Pelvic Organ Prolapse,2000
Betadine Vaginal Gel 10%,O, 0000.0000,007054,200,Fused Kidney,2000
Senokot Granules,O, 0000.0000,007054,200,MICROCEPHALY  POSTNATAL PROGRESSIVE  WITH SEIZURES AND BRAIN ATROPHY,2000
Betadine Vaginal Suppositories 200mg,O, 0000.0000,007054,200,Bronchomalacia,2000
Betadine Vaginal Douche 10%,O, 0000.0000,007054,200,Airway Remodeling,2000
Senokot Supp,O, 0000.0000,007054,200,Pacman dysplasia,2000
Senokot S,O, 0000.1129,007054,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Senokot Tablets,O, 0000.0501,007054,200,Airway Remodeling,2000
Kwellada Cream 1%,O, 0000.0000,000000,200,Nephroma  Mesoblastic,2000
Kwellada Lotion 1%,O, 0000.0000,000000,200,Connective Tissue Nevus,2000
Calcium Disodium Versenate,O, 0000.0000,000000,200,Inflammatory Bowel Disease 22,2000
Medihaler Epi,O, 0000.0000,000000,200,Myoclonic Cerebellar Dyssynergia,2000
Duo Medihaler,P, 0000.0000,000000,200,Chromosome 18 Pericentric Inversion,2000
Medihaler Iso,P, 0000.0000,000000,200,Griscelli syndrome type 3,2000
Disipal,O, 0000.0000,000000,200,Gonorrhea,2000
Robinul Inj 0.2mg/Ml,O, 0000.0000,000000,200,Beta-Ureidopropionase Deficiency,2000
Dimetane Tab 4mg,O, 0000.0000,000000,200,Chromosome 2  monosomy 2pter p24,2000
Robinul Tab 1mg,O, 0000.0000,000000,200,Out-of-Hospital Cardiac Arrest,2000
Maalox Tablets,O, 0000.0000,000000,200,Moyamoya disease 3,2000
Proviodine Gel,O, 0000.0000,005003,200,Mental Retardation  X-Linked 59,2000
Rougier Magnesium,O, 0000.0000,005003,200,Chromosome 5  monosomy 5q35,2000
Soframycin Ointment,P, 0000.0000,000000,200,Duodenal Diseases,2000
Stelazine Inj 1mg/Ml,P, 0000.0000,000000,200,Anophthalmia plus syndrome,2000
Stelazine Oral Concentrate 10mg/Ml,P, 0000.0000,000000,200,Bronchial Diseases,2000
Darbid Tab 5mg,P, 0000.0000,000000,200,Deafness conductive ptosis skeletal anomalies,2000
Parnate Tab 10mg,P, 0000.0000,000000,200,Acanthamoeba Keratitis,2000
Dyrenium 100tab,P, 0000.0000,000000,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Stelazine Tab 1mg,P, 0000.1476,000000,200,Chronic recurrent multifocal osteomyelitis,2000
Stelazine Tab 2mg,P, 0000.1936,000000,200,Metabolic Syndrome,2000
Stelazine Tab 5mg,P, 0000.2565,000000,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Stelazine Tab 10mg,P, 0000.3074,000000,200,Chromosome 1  monosomy 1q4,2000
Stoxil Oph Ont 0.5%,P, 0000.0000,000000,200,Colitis,2000
Cedilanid 0.2mg/Ml,O, 0000.0000,000000,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Torecan Inj 0.01gm/Ml,P, 0000.0000,000000,200,Colitis,2000
Syntocinon Spray 40unit/Ml,O, 0000.0000,000000,200,Distal Osteosclerosis,2000
Gynergen Tab 1mg,P, 0000.0000,000000,200,Chromosome 5  monosomy 5q35,2000
Mesantoin 0.1gm,P, 0000.0000,000000,200,NAIL DISORDER  NONSYNDROMIC CONGENITAL  10,2000
Serentil Tab 10mg,P, 0000.0000,007277,200,CARDIOMYOPATHY  DILATED  1KK,2000
Serentil Tab 25mg,P, 0000.0000,007277,200,Mesonephroma,2000
Serentil Tab 50mg,P, 0000.0000,007277,200,Nephroma  Mesoblastic,2000
Sansert,P, 0000.0000,007277,200,Hearing Loss  Unilateral,2000
Torecan Tab 10mg,P, 0000.0000,000000,200,Brain Diseases,2000
Mellaril Tab 50mg,P, 0000.0000,000000,200,McKusick Kaufman syndrome,2000
Mellaril Tab 100mg,P, 0000.0000,000000,200,Familial antiphospholipid syndrome,2000
Potassium-Novartis,O, 0000.0000,000000,200,Esophageal Spasm  Diffuse,2000
Celestoderm V/2 Cream .05%,P, 0000.0644,007016,200,Hashimoto-Pritzker syndrome,2000
Celestoderm V Crm 0.1%,P, 0000.1070,007016,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,2000
Garamycin Cream 0.1%,P, 0000.4615,007016,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  52,2000
Valisone Scalp Lotion,P, 0000.0000,011902,200,Capgras Syndrome,2000
Nafrine Ped Nasal Spray/Drops 0.025%,O, 0000.0000,007016,200,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT,2000
Trilafon Inj 5mg/Ml,P, 0000.0000,007016,200,Cataract congenital Volkmann type,2000
Celestone Soluspan,P, 0011.3216,012250,200,Congenital Lipomatous Overgrowth  Vascular Malformations  and Epidermal Nevi,2000
Trilafon Syr 2mg/5ml,P, 0000.0000,007016,200,Hypobetalipoproteinemias,2000
Trilafon Conc 16mg/5ml,P, 0000.0000,007016,200,PROTHROMBIN DEFICIENCY  CONGENITAL,2000
Chlortripolon Tab 4mg,O, 0000.0000,007016,200,Gastric Dilatation,2000
Estinyl Tablets 0.02 Mg.,P, 0000.0000,007016,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Estinyl Tab 0.05mg,P, 0000.0000,007016,200,Foreign Bodies,2000
Estinyl Tab 0.5mg,P, 0000.0000,007016,200,Oculoauriculofrontonasal syndrome,2000
Fulvicin U/F Tab 125mg,P, 0000.0000,007016,200,Bronchomalacia,2000
Fulvicin U/F Tab 250mg,P, 0000.0000,007016,200,Cerebral Small Vessel Diseases,2000
Fulvicin Uf Tab 500mg,P, 0000.0000,007016,200,Nocardia Infections,2000
Trilafon Tab 2mg,P, 0000.0690,007016,200,Pemphigoid Gestationis,2000
Trilafon Tab 4mg,P, 0000.0835,007016,200,Adenocarcinoma  Clear Cell,2000
Trilafon Tab 8mg,P, 0000.0917,007016,200,Glycogen Storage Disease IXC,2000
Trilafon Tab 16mg,P, 0000.1404,007016,200,Muscular Dystrophy  Duchenne,2000
Garamycin Ophthalmic Ointment 0.3%,P, 0000.0000,012250,200,Ephemeral Fever,2000
Sodium Sulamyd Oph Ont 10%,P, 0000.0000,007016,200,Nephroma  Mesoblastic,2000
Celestoderm V/2 Ointment 0.05%,P, 0000.0644,007016,200,Diabetic Cardiomyopathies,2000
Celestoderm V Ont 0.1%,P, 0000.0960,007016,200,Neoplasms  Fibrous Tissue,2000
Garamycin Ont 0.1%,P, 0000.4615,007016,200,Carotid Artery Injuries,2000
Probanthine Tab 7.5mg,O, 0000.0000,000000,200,Mandibulofacial dysostosis  Treacher Collins type  autosomal recessive,2000
Aldactone 25 Mg,P, 0000.1362,004908,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Dartal Tab 5mg,P, 0000.0000,000000,200,Gonorrhea,2000
Enovid E Tab,P, 0000.0000,000000,200,Deafness  Autosomal Dominant 47,2000
Ovulen 0.5mg 21tab,P, 0000.0000,000000,200,Ramon Syndrome,2000
Noctec Cap 500mg,P, 0000.0000,005180,200,Equine Infectious Anemia,2000
Pronestyl Cap 250mg,P, 0000.0000,005180,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells,2000
Kenalog E Crm 0.025%,P, 0000.0000,005180,200,Chills,2000
Kenalog Cream 0.1%,P, 0000.0576,005442,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Fungizone Intravenous Injection 50mg,P, 0000.0000,003798,200,MENTAL RETARDATION  AUTOSOMAL DOMINANT 32,2000
Rubramin 100mcg/Ml,O, 0000.0000,005180,200,Alcohol Withdrawal Seizures,2000
Moditen Enanthate Inj 25mg/Ml,P, 0000.0000,005180,200,Leiomyoma,2000
Pronestyl Inj 100mg/Ml,P, 0000.0000,005180,200,Cerebral palsy  spastic  diplegic,2000
Delalutin Inj 125mg/Ml,P, 0000.0000,005180,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,2000
Noctec Syr 500mg/5ml,P, 0000.0468,005180,200,Cerebral Small Vessel Diseases,2000
Moditen Hcl 1mg,P, 0000.1929,005180,200,Hand Injuries,2000
Moditen Hcl Tab 2mg,P, 0000.2481,005180,200,Mental Retardation  X-Linked 79,2000
Moditen Hcl Tab 5mg,P, 0000.1858,005180,200,Pointer syndrome,2000
Mycostatin Oral Tab 500000iu,P, 0000.3240,005180,200,Diabetic Cardiomyopathies,2000
Mycostatin Vag Tab 100000unit,P, 0000.0000,005180,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Spectrocin Ointment,P, 0000.0000,005180,200,Beta-Ureidopropionase Deficiency,2000
Magnesium Sulfate Inj 50%,O, 0000.0000,003525,200,Adrenal Hyperplasia  Congenital,2000
Norinyl 1/50 21 Tab,P, 0000.0000,000000,200,Mental Retardation  X-Linked 79,2000
Norinyl 1/80 21 Tab,P, 0000.0000,000000,200,Encephalocele,2000
Norinyl 2 21tab,P, 0000.0000,000000,200,Lubs X-linked mental retardation syndrome,2000
Synalar Ont Mild 0.01%,P, 0000.0000,000000,200,Frailty,2000
Synalar Crm Mild 0.01%,P, 0000.0000,000000,200,Dysfibrinogenemia  Congenital,2000
Synalar Crm 0.025%,P, 0000.0000,000000,200,Muscular Dystrophy  Congenital  associated with Calf Hypertrophy  Microcephaly  and Severe Mental Retardation,2000
Dalacin C 150 Mg,P, 0000.2394,004908,200,Chromosome 2p16.1-P15 Deletion Syndrome,2000
Lincocin,P, 0000.0000,004908,200,Orofaciodigital syndrome 3,2000
Solu-Cortef 100 Mg Act-O-Vial,P, 0000.0000,004908,200,BLEEDING DISORDER  PLATELET-TYPE  9,2000
Solu-Cortef 250 Mg Act-O-Vial,P, 0000.0000,004908,200,Deafness  Autosomal Recessive 68,2000
Solu-Cortef 500 Mg Act-O-Vial,P, 0000.0000,004908,200,Brain Diseases,2000
Solu-Cortef 1 Gm Act-O-Vial,P, 0000.0000,004908,200,Carotid Artery Injuries,2000
Solumedrol Inj 40mg Sterile Mixovial,P, 0000.0000,000000,200,Metabolic Syndrome,2000
Solumedrol Inj 125mg Sterile Mixovial,P, 0000.0000,000000,200,Craniopharyngioma,2000
Solu-Medrol,P, 0026.6717,004908,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Mycifradin Sulfate Sterile Powder 0.5gm,P, 0000.0000,000000,200,Cakut,2000
Depo-Medrol 40 Mg/Ml,P, 0000.0000,004908,200,Foot Deformities,2000
Depo-Medrol 80 Mg/Ml,P, 0000.0000,004908,200,Leukocyte Nuclear Appendages  Hereditary Prevalence of,2000
Mycifradin Sulfate Oral Solution,P, 0000.0000,000000,200,Nephropathy  Progressive Tubulointerstitial  with Cholestatic Liver Disease,2000
Depo-Provera Sterile Aqueous Suspension 50 Mg/Ml,P, 0000.0000,004908,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Depoprovera Inj 100mg/Ml,P, 0000.0000,000000,200,Chylothorax  congenital,2000
Kaopectate,O, 0000.0000,000000,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Emycin Ect 250mg,P, 0000.2014,000000,200,Chromosome 5  monosomy 5q35,2000
Cortef Tablets 10mg,P, 0000.0000,004908,200,Epilepsy  Generalized,2000
Cortef Tablets 20 Mg,P, 0000.0000,004908,200,Legg-Calve-Perthes Disease,2000
Provera 5mg Tablets,P, 0000.0889,004908,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism,2000
Provera 100mg Tablets,P, 0001.3022,004908,200,Male Infertility with Large-Headed  Multiflagellar  Polyploid Spermatozoa,2000
Medrol 4 Mg,P, 0000.0000,004908,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,2000
Mycifradin Sulfate Tablets 0.5 Gm,P, 0000.0000,000000,200,Dysfibrinogenemia  Congenital,2000
Medrol Topical 0.25%,P, 0000.0000,004908,200,Esophageal Spasm  Diffuse,2000
Myciguent Ointment,P, 0000.0000,000000,200,Noonan syndrome 3,2000
Ferrous Fumarate Tab 300mg,O, 0000.0000,004415,200,Reflex  Abnormal,2000
Ferrous Gluconate Tab 300mg,O, 0000.0000,004415,200,Acute Pain,2000
Ferrous Sulfate Tab 300mg,O, 0000.0000,011498,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY,2000
Hytakerol 0.125mg,P, 0000.0000,000000,200,Mental Retardation  X-Linked 79,2000
Sulfamylon Cream 8.5%,P, 0000.0000,000000,200,Nidovirales Infections,2000
Isuprel Mistometer 125mcg,P, 0000.0000,000000,200,Rozin Hertz Goodman syndrome,2000
Isuprel Hydrochloride Solution 0.5%,P, 0000.0000,000000,200,Holoprosencephaly 6,2000
Isuprel Neo Mistometer,P, 0000.0000,000000,200,Epilepsy  Generalized,2000
Carbocaine 20mg,O, 0000.0000,000000,200,IMMUNODEFICIENCY 21,2000
Neosynephrine Hcl Sol .2% Ampuls 2mg,O, 0000.0000,000000,200,Potter Type III Polycystic Kidney Disease,2000
Neosynephrine Hcl 1% Sterile Solution,O, 0000.0000,000000,200,Mental Retardation  X-Linked 52,2000
Betaxin 100mg,O, 0001.2830,000000,200,Ectoparasitic Infestations,2000
Pontocaine Hcl Sol Nasopharyngeal 20mg,O, 0000.0000,000000,200,Hashimoto-Pritzker syndrome,2000
Drisdol,O, 0000.0000,000000,200,Diaphragm  Complete Agenesis Of,2000
Hytakerol 0.25mg,O, 0000.0000,000000,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Trancopal Tab 200mg,P, 0000.0000,000000,200,Hyper-IgM Immunodeficiency Syndrome  Type 1,2000
Fergon Tab 300mg,O, 0000.0436,000000,200,Autolysis,2000
Neggram 500mg,P, 0000.0000,000000,200,Neoplasm Micrometastasis,2000
Atabrine Hcl Tab 100mg,O, 0000.0000,000000,200,Holoprosencephaly 6,2000
Winstrol 2mg,P, 0000.0000,000000,200,Hematoma  Subdural,2000
Isuprel Hydrochloride Tablets 10mg,P, 0000.0000,000000,200,Romano-Ward Syndrome,2000
Wyamine Sulfate Inj 30mg/Ml,P, 0000.0000,000000,200,Coronary Artery Disease  Autosomal Dominant  1,2000
Equanil Tab 400mg,P, 0000.0000,000000,200,Anaplasmataceae Infections,2000
Sparine Tab 25mg,P, 0000.0000,000000,200,Balkan Nephropathy,2000
Sparine Tab 50mg,P, 0000.0000,000000,200,CHARCOT-MARIE-TOOTH DISEASE  AXONAL  TYPE 2Z,2000
Isopto Atropine,P, 0000.0000,007277,200,Gastric Dilatation,2000
Diastix Test Strip,O, 0000.0000,000000,200,Hypercapnia,2000
Polysporin Cream,O, 0000.0000,000000,200,Carotid Artery Injuries,2000
Persol Acne Cream,P, 0000.0000,000000,200,Ocular Myopathy with Curare Sensitivity,2000
Persol Forte Acne Cream,P, 0000.0000,000000,200,Dystonia 16,2000
Sym-Fer Cap 86mg,O, 0000.0000,000000,200,Oculoauriculofrontonasal syndrome,2000
Mestinon Supraspan 180mg,O, 0000.0000,004328,200,Encephalocele,2000
Syntocinon Inj 50unit/5ml,O, 0000.0000,000000,200,Kallikrein hypertension,2000
Medrol 16 Mg,P, 0000.0000,004908,200,Hematoma  Subdural,2000
Vitamin C Tab 100mg,O, 0000.0000,005386,200,Adrenal Hyperplasia  Congenital,2000
Vitamin C Tab 500mg,O, 0000.0000,011498,200,Connective Tissue Nevus,2000
Neg Gram Suspension 50mg,P, 0000.0000,000000,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Betnesol Tab 0.5mg,P, 0000.0000,000000,200,Potassium Deficiency,2000
Hms,P, 0000.0000,003574,200,CARDIOMYOPATHY  DILATED  1KK,2000
Dopram Inj 20mg/Ml,P, 0000.0000,000000,200,Hyperhidrosis,2000
Colprone Tab 5mg,P, 0000.0000,003691,200,Branchio-Oto-Renal Syndrome,2000
Novo-Triptyn Tab 10mg,P, 0000.0000,004773,200,Diaphragm  Complete Agenesis Of,2000
Novo-Phenytoin Cap 100mg,P, 0000.0000,004773,200,GLAUCOMA 3  PRIMARY CONGENITAL  C,2000
Novo-Ridazine 50mg,P, 0000.0000,004773,200,Acrofacial dysostosis  Nager type,2000
Micronor Tablets 28-Day,P, 0000.4239,007259,200,Rhinitis  Atrophic,2000
Quelicin,P, 0000.0000,004908,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Fero Grad Filmtab,O, 0000.0000,003525,200,Immersion Foot,2000
Dureticyl,P, 0000.0000,003525,200,Amaurosis hypertrichosis,2000
Hetrazan Tab 50mg,P, 0000.0000,000000,200,Corneal Endothelial Cell Loss,2000
Milk Of Magnesia Tabs 300mg,O, 0000.0000,003549,200,Contusions,2000
Vitamin E Cap 100unit Natural,O, 0000.0000,003549,200,Aminoacylase 1 deficiency,2000
Calcium Syr 110mg/5ml,O, 0000.0000,003549,200,Hashimoto-Pritzker syndrome,2000
Maxidex,P, 0000.0000,007277,200,Digestive System Abnormalities,2000
Isopto Cetapred,P, 0000.0000,003594,200,Radius absent anogenital anomalies,2000
Zincfrin A,O, 0000.0000,003594,200,AUTOIMMUNE INTERSTITIAL LUNG  JOINT  AND KIDNEY DISEASE,2000
Maxitrol,P, 0000.0000,007277,200,Deafness conductive ptosis skeletal anomalies,2000
Liquifilm Tears,O, 0000.0000,003574,200,Pseudoarthrogryposis,2000
Cilobana Cpa Tab,O, 0000.0000,003612,200,Mental Retardation  X-Linked 52,2000
Dorcol Dm Children'S Cough Syrup,O, 0000.0000,000000,200,Immersion Foot,2000
Trisulfaminic Suspension,P, 0000.0000,000000,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Trisulfaminic Tab,P, 0000.0000,000000,200,Dysfibrinogenemia  Congenital,2000
Soufre Sublime,O, 0000.0000,003659,200,Muscular Dystrophy  Congenital  associated with Calf Hypertrophy  Microcephaly  and Severe Mental Retardation,2000
Methyle Salicylate De,O, 0000.0000,003659,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Onguent De Calamine,O, 0000.0000,003659,200,Retrognathia,2000
Minerale Lourde Huile,O, 0000.0000,003659,200,Ovarian Cysts,2000
Glycerine,O, 0000.0000,003659,200,Nidovirales Infections,2000
Alum (Potassium),O, 0000.0000,003659,200,Otorhinolaryngologic Diseases,2000
Mercurochrome,O, 0000.0000,003659,200,Coronary Artery Disease  Autosomal Dominant  1,2000
Menthe Poivree Huile De,O, 0000.0000,003659,200,Pseudotrisomy 13 syndrome,2000
Iode Teinture 2.5%,O, 0000.0000,003659,200,Inappropriate ADH Syndrome,2000
Lugol Solution,O, 0000.0000,003659,200,Capgras Syndrome,2000
Boeuf Fer Et Vin,O, 0000.0000,003659,200,Glycogen Storage Disease  Type IXD,2000
Cascara Aromatique,O, 0000.0000,003659,200,Digital Arthropathy-Brachydactyly  Familial,2000
Phospholine Iodide Dps 3mg/5ml,P, 0000.0000,003691,200,Chorea,2000
Fluothane Anesthetic,P, 0000.0000,003691,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Pyopen Inj 5gm,P, 0000.0000,003691,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Premarin 0.625mg Methyltestosterone 5mg Tab,P, 0000.0000,003691,200,Ovarian Cysts,2000
Dermoplast Aerosol Spray,O, 0000.0000,003691,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Paramettes Tab Chewable,O, 0000.0000,003691,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,2000
Allergenic Extract -- Fall #103,O, 0000.0000,000000,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Glycine Urologic Ir Sol 1.5%,O, 0000.0000,000000,200,Osteosarcoma,2000
Travert 10% Electrolyte No 3,O, 0000.0000,000000,200,Epilepsy  Generalized,2000
Sodium Heparin Dialysis Pack 1000.0 Unit/Ml,O, 0000.0000,000000,200,MACULAR DEGENERATION  X-LINKED ATROPHIC,2000
Atropine Sulphate Inj 0.4mg/Ml,P, 0000.0000,004253,200,Frailty,2000
Hc Atropine 1% Ophthalmic Ointment,P, 0000.0000,000000,200,Gastric Dilatation,2000
Hc Atropine 2% Ophthalmic Ointment,P, 0000.0000,000000,200,Neural crest tumor,2000
Komed Hc Acne Lotion,P, 0000.0000,000000,200,CARDIOMYOPATHY  DILATED  1KK,2000
Chlorophyll Natures Deodorant Nu Life,O, 0000.0000,011592,200,Hearing Loss  Unilateral,2000
Calcium Magnesium From Dolomite Nu Life,O, 0000.0000,011592,200,Cerebral Small Vessel Diseases,2000
Neo Laryngobis Enf,O, 0000.0000,003752,200,Idiopathic basal ganglia calcification 1,2000
Vitamine B6 25mg Comprime,O, 0000.0000,003753,200,Acrofacial dysostosis  Nager type,2000
Tegrin Cream,O, 0000.0000,000000,200,Hyaluronidase Deficiency,2000
Persantine Tab 50mg,P, 0000.3980,003617,200,Amaurosis hypertrichosis,2000
Dulcodos Ect,O, 0000.0000,003617,200,Leukostasis,2000
Anectine Flopack 500mg,P, 0000.0000,000000,200,Brain Diseases,2000
Anectine Flopack 1000mg,P, 0000.0000,000000,200,Out-of-Hospital Cardiac Arrest,2000
Tubarine 3mg/Ml,O, 0000.0000,000000,200,Drachtman Weinblatt Sitarz syndrome,2000
Polysporin Burn Formula Cream,O, 0000.0000,000000,200,Kidney Diseases  Cystic,2000
Glutose Liq,O, 0000.0000,000000,200,Brachymesophalangy 2 and 5,2000
Metopirone 250mg,P, 0000.0000,000000,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Listerine Antiseptic Throat Loz Regular,O, 0000.0000,000000,200,Ephemeral Fever,2000
Ismelin Esidrix,P, 0000.0000,000000,200,Gastric Dilatation,2000
Serpasil Esidrix 25,P, 0000.0000,000000,200,Mental Retardation  X-Linked 3,2000
Serpasil Esidrix 50,P, 0000.0000,000000,200,Airway Remodeling,2000
