Blue diaper syndrome,MESH:C536239,,,MESH:D000592|MESH:D005124|MESH:D006934|MESH:D007674,C11.250/C536239|C12.777.419/C536239|C13.351.968.419/C536239|C16.131.384/C536239|C16.320.565.100/C536239|C18.452.174.451/C536239|C18.452.648.100/C536239|C18.452.950.340/C536239,C11.250|C12.777.419|C13.351.968.419|C16.131.384|C16.320.565.100|C18.452.174.451|C18.452.648.100|C18.452.950.340,"Hypercalcemia, familial, with nephrocalcinosis and indicanuria",Congenital abnormality|Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
Monieziasis,MESH:D008989,DO:DOID:931,Infection of ruminants with tapeworms of the genus Moniezia.,MESH:D002590|MESH:D006374,C03.335.190.628|C03.335.349.656|C03.701.377.656|C22.674.377.656,C03.335.190|C03.335.349|C03.701.377|C22.674.377,Monieziases,Animal disease|Parasitic disease
"Fatigue Syndrome, Chronic",MESH:D015673,DO:DOID:8544,"A syndrome characterized by persistent or recurrent fatigue, diffuse musculoskeletal pain, sleep disturbances, and subjective cognitive impairment of 6 months duration or longer. Symptoms are not caused by ongoing exertion; are not relieved by rest; and result in a substantial reduction of previous levels of occupational, educational, social, or personal activities. Minor alterations of immune, neuroendocrine, and autonomic function may be associated with this syndrome. There is also considerable overlap between this condition and FIBROMYALGIA. (From Semin Neurol 1998;18(2):237-42; Ann Intern Med 1994 Dec 15;121(12): 953-9)",MESH:D004679|MESH:D009135|MESH:D009468|MESH:D014777,C02.330|C05.651.310|C10.228.440.600|C10.668.364,C02|C05.651|C10.228.440|C10.668,"Chronic Fatigue and Immune Dysfunction Syndrome|Chronic Fatigue Disorder|Chronic Fatigue Disorders|Chronic Fatigue Fibromyalgia Syndrome|Chronic Fatigue-Fibromyalgia Syndrome|Chronic Fatigue-Fibromyalgia Syndromes|Chronic Fatigue Syndrome|Chronic Fatigue Syndromes|Encephalomyelitis, Myalgic|Fatigue Disorder, Chronic|Fatigue Disorders, Chronic|Fatigue-Fibromyalgia Syndrome, Chronic|Fatigue-Fibromyalgia Syndromes, Chronic|Fatigue Syndrome, Postviral|Fatigue Syndromes, Chronic|Fatigue Syndromes, Postviral|Infectious Mononucleosis Like Syndrome, Chronic|Infectious Mononucleosis-Like Syndrome, Chronic|Myalgic Encephalomyelitis|Postviral Fatigue Syndrome|Postviral Fatigue Syndromes|Royal Free Disease|Systemic Exertion Intolerance Disease",Musculoskeletal disease|Nervous system disease|Viral disease
"CARDIOMYOPATHY, DILATED, 1KK",OMIM:615248,DO:DOID:0110445|DO:DOID:397,,MESH:D002311,C14.280.195.160/615248|C14.280.238.070/615248,C14.280.195.160|C14.280.238.070,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 22, INCLUDED|CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 4, INCLUDED|CMD1KK|CMH22, INCLUDED|RCM4, INCLUDED",Cardiovascular disease
"Chromosome 1, monosomy 1q4",MESH:C537672,,,MESH:D002872,C23.550.210.050.500.500/C537672,C23.550.210.050.500.500,Deletion 1q4|Monosomy 1q4,Pathology (process)
"DEAFNESS, AUTOSOMAL RECESSIVE 84A",OMIM:613391,DO:DOID:0110529,,MESH:D003638,C09.218.458.341.186/613391|C10.597.751.418.341.186/613391|C23.888.592.763.393.341.186/613391,C09.218.458.341.186|C10.597.751.418.341.186|C23.888.592.763.393.341.186,"DEAFNESS, AUTOSOMAL RECESSIVE 84|DEAFNESS, AUTOSOMAL RECESSIVE 84A, WITH VESTIBULAR DYSFUNCTION|DFNB84|DFNB84A",Ear-nose-throat disease|Nervous system disease|Signs and symptoms
Pelvic Organ Prolapse,MESH:D056887,OMIM:176780|OMIM:613088,"Abnormal descent of a pelvic organ resulting in the protrusion of the organ beyond its normal anatomical confines. Symptoms often include vaginal discomfort, DYSPAREUNIA; URINARY STRESS INCONTINENCE; and FECAL INCONTINENCE.",MESH:D011391,C23.300.842.624,C23.300.842,"Organ Prolapse, Pelvic|Organ Prolapses, Pelvic|Pelvic Organ Prolapses|PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO|PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO, 2|PROLAPSE OF VAGINA AND RECTUM|Prolapse, Pelvic Organ|Prolapses, Pelvic Organ|Prolapses, Urogenital|Prolapses, Vaginal Vault|Prolapse, Urogenital|Prolapse, Vaginal Vault|PVOP1, INCLUDED|PVOP2|RECTAL PROLAPSE|Urogenital Prolapse|Urogenital Prolapses|VAGINAL PROLAPSE  PELVIC ORGAN PROLAPSE, SUSCEPTIBILITY TO, 1, INCLUDED|Vaginal Vault Prolapse|Vaginal Vault Prolapses|Vault Prolapses, Vaginal|Vault Prolapse, Vaginal",Pathology (anatomical condition)
"EXOSTOSES, MULTIPLE, TYPE I",OMIM:133700,DO:DOID:206,,MESH:D005097,C04.557.450.565.575.610.615.325/133700|C04.700.330/133700|C05.116.099.708.670.615.325/133700|C05.116.540.310.500/133700|C16.320.700.330/133700,C04.557.450.565.575.610.615.325|C04.700.330|C05.116.099.708.670.615.325|C05.116.540.310.500|C16.320.700.330,DIAPHYSEAL ACLASIS|EXT|EXT1|MULTIPLE CARTILAGINOUS EXOSTOSES|MULTIPLE OSTEOCHONDROMAS|OSTEOCHONDROMATOSIS,Cancer|Genetic disease (inborn)|Musculoskeletal disease
Pathologic Processes,MESH:D010335,,The abnormal mechanisms and forms involved in the dysfunctions of tissues and organs.,MESH:D013568,C23.550,C23,"Pathological Processes|Processes, Pathologic|Processes, Pathological",Pathology (process)
"Rhinitis, Allergic, Perennial",MESH:D012221,,"Inflammation of the mucous membrane of the nose similar to that found in hay fever except that symptoms persist throughout the year. The causes are usually air-borne allergens, particularly dusts, feathers, molds, animal fur, etc.",MESH:D065631,C08.460.799.315.500|C08.674.453.500|C09.603.799.315.500|C20.543.480.680.443.500,C08.460.799.315|C08.674.453|C09.603.799.315|C20.543.480.680.443,"Rhinitis, Allergic, Nonseasonal",Ear-nose-throat disease|Immune system disease|Respiratory tract disease
Bothnia Retinal Dystrophy,MESH:C564392,OMIM:607475,,MESH:D012164|MESH:D015785,C11.270/C564392|C11.768/C564392|C16.320.290/C564392,C11.270|C11.768|C16.320.290,Vasterbotten Dystrophy,Eye disease|Genetic disease (inborn)
Out-of-Hospital Cardiac Arrest,MESH:D058687,,Occurrence of heart arrest in an individual when there is no immediate access to medical personnel or equipment.,MESH:D006323,C14.280.383.610,C14.280.383,"Cardiac Arrest, Out-of-Hospital|Cardiac Arrests, Out-of-Hospital|Heart Arrest, Out-of-Hospital|Heart Arrests, Out-of-Hospital|Out of Hospital Cardiac Arrest|Out-of-Hospital Cardiac Arrests|Out of Hospital Heart Arrest|Out-of-Hospital Heart Arrest|Out-of-Hospital Heart Arrests",Cardiovascular disease
Aase Smith syndrome 2,MESH:C538442,,,MESH:D029503,C15.378.071.085.080.090/C538442|C15.378.071.750.500/C538442|C15.378.190.196.080.090/C538442|C16.320.077.090/C538442,C15.378.071.085.080.090|C15.378.071.750.500|C15.378.190.196.080.090|C16.320.077.090,"Aase-Smith Syndrome II|Aase syndrome|Anemia and triphalangeal thumbs|Anemia congenital erythroid hypoplastic|Anemia, Congenital Erythroid Hypoplastic|Aregenerative anemia, chronic congenital|Congenital anemia and triphalangeal thumbs|Diamond-Blackfan Anemia 6|Hypoplastic anemia-triphalangeal thumbs, Aase-Smith type",Blood disease|Genetic disease (inborn)
Orofaciodigital syndrome 3,MESH:C557817,DO:DOID:0060373,,MESH:D009958,C05.116.099.370.652/C557817|C05.660.207.700/C557817|C16.131.077.676/C557817|C16.131.260.830.670/C557817|C16.131.621.207.700/C557817|C16.320.180.830.670/C557817|C16.320.714/C557817,C05.116.099.370.652|C05.660.207.700|C16.131.077.676|C16.131.260.830.670|C16.131.621.207.700|C16.320.180.830.670|C16.320.714,"Brachydactyly of the hands and feet with duplication of the first toes|Brachydactyly with major proximal phalangeal shortening|OFDS III|Oral-facial-digital syndrome 3|Oral-Facial-Digital Syndrome, Type III|Orofaciodigital syndrome III|Sugarman brachydactyly|Sugarman syndrome",Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease
"Amyloidosis, Cerebroarterial, App-Related",MESH:C537944,OMIM:605714,,MESH:D028243,C10.228.140.163.100.168/C537944|C10.228.140.300.275.311/C537944|C10.228.140.300.510.200.200.160/C537944|C14.907.253.329.311/C537944|C14.907.253.560.200.200.160/C537944|C16.320.565.176.160/C537944|C16.320.565.189.168/C537944|C18.452.132.100.168/C537944|C18.452.648.176.160/C537944|C18.452.648.189.168/C537944|C18.452.845.500.075.160/C537944|C18.452.845.500.100.160/C537944,C10.228.140.163.100.168|C10.228.140.300.275.311|C10.228.140.300.510.200.200.160|C14.907.253.329.311|C14.907.253.560.200.200.160|C16.320.565.176.160|C16.320.565.189.168|C18.452.132.100.168|C18.452.648.176.160|C18.452.648.189.168|C18.452.845.500.075.160|C18.452.845.500.100.160,"AMYLOIDOSIS, CEREBROARTERIAL, APP-RELATED|Amyloidosis, Hereditary, With Cerebral Hemorrhage, Dutch Variant|Cerebral Amyloid Angiopathy, App-Related|Cerebral Amyloid Angiopathy, App-Related, Arctic Variant|Cerebral Amyloid Angiopathy, App-Related, Dutch Variant|Cerebral Amyloid Angiopathy, App-Related, Flemish Variant|Cerebral Amyloid Angiopathy, App-Related, Iowa Variant|Cerebral Amyloid Angiopathy, App-Related, Italian Variant|Cerebral hemorrhage with amyloidosis, hereditary, Dutch type|Dutch Type Hereditary Cerebral Amyloid Angiopathy|HCHWAD|Hereditary Cerebral Amyloid Angiopathy, Dutch Type",Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease
"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES",OMIM:615553,,,MESH:D001176|MESH:D008607|MESH:D012640,C05.550.150/615553|C05.651.102/615553|C05.660.077/615553|C10.597.606.643/615553|C10.597.742/615553|C16.131.621.077/615553|C23.888.592.604.646/615553|C23.888.592.742/615553|F03.625.539/615553,C05.550.150|C05.651.102|C05.660.077|C10.597.606.643|C10.597.742|C16.131.621.077|C23.888.592.604.646|C23.888.592.742|F03.625.539,AMRS,Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Signs and symptoms
Brachymesophalangy 2 and 5,MESH:C537097,,,MESH:D059327,C05.660.585.262/C537097|C16.131.621.585.262/C537097,C05.660.585.262|C16.131.621.585.262,"Brachydactyly Temtamy type|Brachydactyly, type A4|Brachymesophalangy II And V|Temtamy type brachydactyly",Congenital abnormality|Musculoskeletal disease
"Krabbe Disease, Atypical, due to Saposin A Deficiency",MESH:C567097,OMIM:611722,,MESH:D007965,C10.228.140.163.100.362.500/C567097|C10.228.140.163.100.435.825.590/C567097|C10.228.140.695.625.500/C567097|C10.314.400.500/C567097|C16.320.565.189.362.500/C567097|C16.320.565.189.435.825.590/C567097|C16.320.565.398.641.803.585/C567097|C16.320.565.595.554.825.590/C567097|C18.452.132.100.362.500/C567097|C18.452.132.100.435.825.590/C567097|C18.452.584.687.803.585/C567097|C18.452.648.189.362.500/C567097|C18.452.648.189.435.825.590/C567097|C18.452.648.398.641.803.585/C567097|C18.452.648.595.554.825.590/C567097,C10.228.140.163.100.362.500|C10.228.140.163.100.435.825.590|C10.228.140.695.625.500|C10.314.400.500|C16.320.565.189.362.500|C16.320.565.189.435.825.590|C16.320.565.398.641.803.585|C16.320.565.595.554.825.590|C18.452.132.100.362.500|C18.452.132.100.435.825.590|C18.452.584.687.803.585|C18.452.648.189.362.500|C18.452.648.189.435.825.590|C18.452.648.398.641.803.585|C18.452.648.595.554.825.590,Saposin A Deficiency,Genetic disease (inborn)|Metabolic disease|Nervous system disease
Potter Type III Polycystic Kidney Disease,MESH:C566792,,,MESH:D007690,C12.777.419.403.875/C566792|C13.351.968.419.403.875/C566792|C16.131.077.717/C566792|C16.320.798/C566792,C12.777.419.403.875|C13.351.968.419.403.875|C16.131.077.717|C16.320.798,,Congenital abnormality|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male)
"Cataract, Congenital, Cerulean Type, 3",MESH:C563819,,,MESH:D002386,C11.510.245/C563819,C11.510.245,"Cataract, Congenital Blue Dot Type, 3",Eye disease
Leigh Syndrome Due To Mitochondrial Complex II Deficiency,MESH:C564961,,,MESH:D007888,C10.228.140.163.100.412/C564961|C16.320.565.189.412/C564961|C16.320.565.202.810.444/C564961|C18.452.132.100.412/C564961|C18.452.648.189.412/C564961|C18.452.648.202.810.444/C564961|C18.452.660.520/C564961,C10.228.140.163.100.412|C16.320.565.189.412|C16.320.565.202.810.444|C18.452.132.100.412|C18.452.648.189.412|C18.452.648.202.810.444|C18.452.660.520,,Genetic disease (inborn)|Metabolic disease|Nervous system disease
"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D",OMIM:613811,DO:DOID:0060270,,MESH:C580383,C10.228.140.252/C580383/613811,C10.228.140.252/C580383,"CEREBELLOCEREBRAL ATROPHY, PROGRESSIVE|PCCA|PCH2D",Nervous system disease
Bluetongue,MESH:D001819,,"A reovirus infection, chiefly of sheep, characterized by a swollen blue tongue, catarrhal inflammation of upper respiratory and gastrointestinal tracts, and often by inflammation of sensitive laminae of the feet and coronet.",MESH:D001102|MESH:D012088|MESH:D012757,C02.081.125|C02.782.791.315|C22.836.120,C02.081|C02.782.791|C22.836,"Blue Tongue|Tongue, Blue",Animal disease|Viral disease
LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,OMIM:300887,,,MESH:D004476|MESH:D008831|MESH:D019465,C05.660.207/300887|C05.660.207.620/300887|C10.500.507.400.500/300887|C16.131.077.350/300887|C16.131.621.207/300887|C16.131.621.207.620/300887|C16.131.666.507.400.500/300887|C16.131.831.350/300887|C16.320.850.250/300887|C17.800.804.350/300887|C17.800.827.250/300887,C05.660.207|C05.660.207.620|C10.500.507.400.500|C16.131.077.350|C16.131.621.207|C16.131.621.207.620|C16.131.666.507.400.500|C16.131.831.350|C16.320.850.250|C17.800.804.350|C17.800.827.250,"APLASIA CUTIS CONGENITA, RETICULOLINEAR, WITH MICROCEPHALY, FACIAL DYSMORPHISM, AND OTHER CONGENITAL ANOMALIES|APLCC|LSDMCA2",Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease|Skin disease
Gastrointestinal Diseases,MESH:D005767,,Diseases in any segment of the GASTROINTESTINAL TRACT from ESOPHAGUS to RECTUM.,MESH:D004066,C06.405,C06,"Cholera Infantum|Disease, Gastrointestinal|Diseases, Gastrointestinal|Disorder, Functional Gastrointestinal|Disorders, Functional Gastrointestinal|Functional Gastrointestinal Disorder|Functional Gastrointestinal Disorders|Gastrointestinal Disease|Gastrointestinal Disorder, Functional|Gastrointestinal Disorders, Functional|Infantum, Cholera",Digestive system disease
"Muscular Dystrophy, Duchenne",MESH:D020388,DO:DOID:11723|OMIM:300376|OMIM:310200,"An X-linked recessive muscle disease caused by an inability to synthesize DYSTROPHIN, which is involved with maintaining the integrity of the sarcolemma. Muscle fibers undergo a process that features degeneration and regeneration. Clinical manifestations include proximal weakness in the first few years of life, pseudohypertrophy, cardiomyopathy (see MYOCARDIAL DISEASES), and an increased incidence of impaired mentation. Becker muscular dystrophy is a closely related condition featuring a later onset of disease (usually adolescence) and a slowly progressive course. (Adams et al., Principles of Neurology, 6th ed, p1415)",MESH:D009136|MESH:D040181,C05.651.534.500.300|C10.668.491.175.500.300|C16.320.322.562|C16.320.577.300,C05.651.534.500|C10.668.491.175.500|C16.320.322|C16.320.577,"Becker Muscular Dystrophy|Becker's Muscular Dystrophy|BMD|Cardiomyopathy, Dilated, 3B|Cardiomyopathy, Dilated, X-Linked|Childhood Muscular Dystrophy, Pseudohypertrophic|Childhood Pseudohypertrophic Muscular Dystrophy|DMD|Duchenne and Becker Muscular Dystrophy|Duchenne Becker Muscular Dystrophy|Duchenne-Becker Muscular Dystrophy|Duchenne Muscular Dystrophy|Duchenne Type Progressive Muscular Dystrophy|Duchenne-Type Progressive Muscular Dystrophy|Muscular Dystrophy, Becker|Muscular Dystrophy, Becker's|Muscular Dystrophy, Becker Type|Muscular Dystrophy, Childhood, Pseudohypertrophic|Muscular Dystrophy, Duchenne and Becker Types|Muscular Dystrophy, Duchenne-Becker|Muscular Dystrophy, Duchenne Type|Muscular Dystrophy, Pseudohypertrophic|Muscular Dystrophy, Pseudohypertrophic, Childhood|Muscular Dystrophy Pseudohypertrophic Progressive, Becker Type|Muscular Dystrophy, Pseudohypertrophic Progressive, Becker Type|Muscular Dystrophy, Pseudohypertrophic Progressive, Duchenne Type|Progressive Muscular Dystrophy, Duchenne Type|Pseudohypertrophic Childhood Muscular Dystrophy|Pseudohypertrophic Muscular Dystrophy|Pseudohypertrophic Muscular Dystrophy, Childhood",Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
Anaplasmataceae Infections,MESH:D000711,,Infections with bacteria of the family ANAPLASMATACEAE.,MESH:D016905,C01.252.400.054,C01.252.400,"Anaplasmataceae Infection|Haemobartonelloses|Haemobartonellosis|Infection, Anaplasmataceae|Infections, Anaplasmataceae",Bacterial infection or mycosis
"Gingivitis, Necrotizing Ulcerative",MESH:D005892,DO:DOID:13924|DO:DOID:9673,"An acute or chronic GINGIVITIS characterized by redness and swelling, NECROSIS extending from the interdental papillae along the gingival margins, PAIN; HEMORRHAGE, necrotic odor, and often a pseudomembrane. The condition may extend to the ORAL MUCOSA; TONGUE; PALATE; or PHARYNX. The etiology is somewhat unclear, but may involve a complex of FUSOBACTERIUM NUCLEATUM along with spirochetes BORRELIA or TREPONEMA.",MESH:D005674|MESH:D005891|MESH:D007239,C01.252.400.388.350.400|C01.539.424|C07.465.714.258.480.446,C01.252.400.388.350|C01.539|C07.465.714.258.480,"Acute Membranous Gingivitides|Acute Membranous Gingivitis|Acute Necrotizing Ulcerative Gingivitis|Anginas, Vincent|Angina, Vincent|Fusospirillary Gingivitides|Fusospirillary Gingivitis|Fusospirilloses|Fusospirillosis|Gingivitides, Acute Membranous|Gingivitides, Fusospirillary|Gingivitides, Phagedenic|Gingivitis, Acute Membranous|Gingivitis, Fusospirillary|Gingivitis, Phagedenic|Gingivitis, Vincent's|Infection, Vincent|Infection, Vincent's|Membranous Gingivitides, Acute|Membranous Gingivitis, Acute|Mouth, Trench|Necrotizing Ulcerative Gingivitis|Phagedenic Gingivitides|Phagedenic Gingivitis|Stomatitides, Ulcerative|Stomatitis, Ulcerative|Stomatitis, Vincent's|Trench Mouth|Ulcerative Gingivitis, Necrotizing|Ulcerative Stomatitides|Ulcerative Stomatitis|Vincent Angina|Vincent Gingivitis|Vincent Infection|Vincent's Gingivitis|Vincents Gingivitis|Vincent's Infection|Vincents Infection|Vincent's Stomatitis|Vincents Stomatitis|Vincent Stomatitis",Bacterial infection or mycosis|Mouth disease
Ocular Myopathy with Curare Sensitivity,MESH:C564937,,,MESH:D009886,C10.292.562.750/C564937|C10.597.622.447/C564937|C11.590.472/C564937|C23.888.592.636.447/C564937,C10.292.562.750|C10.597.622.447|C11.590.472|C23.888.592.636.447,,Eye disease|Nervous system disease|Signs and symptoms
DIAMOND-BLACKFAN ANEMIA 13,OMIM:615909,DO:DOID:1339,,MESH:D029503,C15.378.071.085.080.090/615909|C15.378.071.750.500/615909|C15.378.190.196.080.090/615909|C16.320.077.090/615909,C15.378.071.085.080.090|C15.378.071.750.500|C15.378.190.196.080.090|C16.320.077.090,DBA13,Blood disease|Genetic disease (inborn)
"Chromosome 5, monosomy 5q35",MESH:C537647,,,MESH:D003410|MESH:D014314,C10.597.606.643.180/C537647|C16.131.077.262/C537647|C16.131.260.190/C537647|C16.320.180.190/C537647|C23.550.210.050.750/C537647|C23.550.210.182.500/C537647,C10.597.606.643.180|C16.131.077.262|C16.131.260.190|C16.320.180.190|C23.550.210.050.750|C23.550.210.182.500,Deletion 5q35|Monosomy 5q35,Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Pathology (process)
"Leukocyte Nuclear Appendages, Hereditary Prevalence of",MESH:C563626,,,MESH:D007960,C15.378.553/C563626,C15.378.553,,Blood disease
"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY",OMIM:613668,,,MESH:D001284|MESH:D001927|MESH:D008831|MESH:D012640,C05.660.207.620/613668|C10.228.140/613668|C10.500.507.400.500/613668|C10.597.742/613668|C16.131.621.207.620/613668|C16.131.666.507.400.500/613668|C23.300.070/613668|C23.888.592.742/613668,C05.660.207.620|C10.228.140|C10.500.507.400.500|C10.597.742|C16.131.621.207.620|C16.131.666.507.400.500|C23.300.070|C23.888.592.742,,Congenital abnormality|Musculoskeletal disease|Nervous system disease|Pathology (anatomical condition)|Signs and symptoms
"Diabetes Mellitus, Insulin-Dependent, 22",MESH:C567284,OMIM:612522,,MESH:D003922,C18.452.394.750.124/C567284|C19.246.267/C567284|C20.111.327/C567284,C18.452.394.750.124|C19.246.267|C20.111.327,IDDM22,Endocrine system disease|Immune system disease|Metabolic disease
